name,crack_num,pits_num,markup_num,lat,long,litter
0,0,0,0,59.564018999999995,30.118965000000003,0
1,0,0,0,59.564018999999995,30.118965000000003,3
2,0,0,0,59.563842,30.119546000000003,4
3,0,0,0,59.563842,30.119546000000003,0
4,0,0,0,59.563614,30.120286,3
5,0,0,0,59.563614,30.120286,0
6,0,0,1,59.563505000000006,30.120496999999997,1
7,0,0,0,59.563345,30.120683000000003,3
8,0,0,0,59.563345,30.120682000000002,4
9,1,0,0,59.563109999999995,30.120951,3
10,1,0,0,59.563109999999995,30.120951,4
11,1,0,0,59.563161,30.120895,2
12,1,0,0,59.562883,30.119998,0
13,1,0,0,59.562883,30.119998,2
14,1,0,1,59.562721999999994,30.119483000000002,2
15,1,0,1,59.562514,30.119007,1
16,1,0,1,59.562514,30.119007,2
17,0,0,1,59.562362,30.118658,1
18,1,0,1,59.562028000000005,30.118249,0
19,1,0,1,59.562028000000005,30.118249,0
20,0,0,0,59.561549,30.117634999999996,1
21,0,0,0,59.561549,30.117634999999996,4
22,0,0,0,59.561523,30.117597999999997,3
23,0,0,1,59.561580000000006,30.117339,1
24,0,0,0,59.561792000000004,30.116902000000003,0
25,0,0,0,59.561792000000004,30.116902000000003,2
26,2,0,0,59.561856000000006,30.116788,3
27,1,0,0,59.562011,30.116602,3
28,0,0,0,59.562175,30.116321000000003,0
29,0,0,0,59.562175,30.116321000000003,0
30,0,0,0,59.562368000000006,30.115990000000004,2
31,0,0,0,59.562435,30.116013,4
32,0,0,0,59.562435,30.116013,3
33,1,0,0,59.562796,30.116137,1
34,1,0,0,59.562940000000005,30.11605,4
35,1,0,0,59.56296700000001,30.116094,0
36,1,0,0,59.56296700000001,30.116094,1
37,1,0,0,59.563461,30.116896,3
38,1,0,0,59.563461,30.116896,1
39,0,0,0,59.563979,30.117744000000002,0
40,0,0,0,59.563979,30.117744000000002,2
41,3,0,0,59.564249,30.118185999999998,0
42,3,0,0,59.564237,30.118229,2
43,3,0,0,59.564237,30.118229,0
44,3,0,0,59.564249,30.118185999999998,2
45,0,0,1,59.564606000000005,30.118713,0
46,0,0,1,59.564606000000005,30.118714,1
47,0,0,1,59.564676,30.118807,3
48,1,0,1,59.565005000000006,30.11908,0
49,1,0,1,59.565005000000006,30.11908,3
50,1,0,1,59.565481000000005,30.119460999999998,2
51,1,0,1,59.565481000000005,30.119460999999998,0
52,0,0,1,59.565681000000005,30.119618,0
53,0,0,1,59.565670999999995,30.119678000000004,2
54,0,0,1,59.565670999999995,30.119678000000004,4
55,0,0,0,59.565555,30.120359000000004,0
56,0,0,0,59.565555,30.120359000000004,1
57,0,0,1,59.565401,30.121259999999996,3
58,0,0,1,59.565401,30.121259999999996,1
59,1,0,0,59.56531999999999,30.121733000000003,4
60,2,0,0,59.565277,30.1217,3
61,2,0,0,59.565277,30.1217,3
62,2,0,0,59.56489200000001,30.121409999999997,0
63,2,0,0,59.56489200000001,30.121409000000003,3
64,1,0,0,59.56451800000001,30.121127,0
65,1,0,0,59.56451800000001,30.121127,3
66,1,0,0,59.563674,30.120489000000003,2
67,1,0,0,59.563674,30.120489000000003,1
68,1,0,0,59.563563,30.120406,2
69,0,0,0,59.563623,30.120265000000003,3
70,3,0,0,59.564249,30.118185999999998,3
71,0,0,1,59.564676,30.118807,1
72,0,0,1,59.565681000000005,30.119618,0
73,1,0,0,59.56531999999999,30.121733000000003,3
74,0,0,1,59.564577,30.121171,2
75,0,0,1,59.56454300000001,30.121343,3
76,0,0,1,59.56454300000001,30.121343,4
77,0,0,1,59.56434399999999,30.122356,1
78,0,0,1,59.564324,30.122344000000002,0
79,0,0,1,59.564324,30.122344000000002,0
80,0,0,1,59.56434399999999,30.122356,2
81,0,0,1,59.564112,30.123558000000003,0
82,0,0,1,59.564112,30.123558000000003,1
83,0,0,0,59.564098,30.123633,4
84,1,0,0,59.562856999999994,30.122674,1
85,1,0,0,59.562856999999994,30.122674,0
86,1,0,1,59.562374,30.122301,1
87,1,0,1,59.562374,30.122301,0
88,2,0,0,59.562088,30.122081,4
89,2,0,0,59.562112,30.122055,4
90,2,0,0,59.562112,30.122054,4
91,0,0,0,59.562728,30.121374,0
92,0,0,0,59.562728,30.121374,2
93,1,0,0,59.563126000000004,30.120934000000002,0
94,1,0,0,59.563126000000004,30.120934000000002,4
95,1,0,1,59.561780000000006,30.122398999999998,4
96,1,0,1,59.561780000000006,30.122398999999998,3
97,0,0,0,59.561220999999996,30.123002000000003,0
98,0,0,0,59.561220999999996,30.123002000000003,0
99,0,0,0,59.560572,30.123701,4
100,0,0,0,59.560572,30.123701,0
101,3,0,0,59.560141,30.124167,1
102,3,0,0,59.560141,30.124166,0
103,1,0,2,59.559765000000006,30.124572999999998,2
104,1,0,2,59.559765000000006,30.124572999999998,0
105,1,0,2,59.559763000000004,30.124575,3
106,0,0,0,59.559474,30.123459000000004,1
107,0,0,0,59.559474,30.123459000000004,1
108,0,0,0,59.559326,30.122887,2
109,0,0,0,59.559326,30.122887,4
110,0,0,2,59.559897,30.12508,0
111,0,0,2,59.559897,30.12508,0
112,0,0,0,59.560297999999996,30.126593,4
113,0,0,0,59.560297999999996,30.126593,0
114,0,0,0,59.56058,30.127668,3
115,0,0,0,59.56058,30.127668,2
116,0,0,1,59.560575,30.127651,2
117,0,0,2,59.561141000000006,30.127064,2
118,0,0,2,59.561141000000006,30.127064,1
119,2,0,0,59.561804,30.126376,0
120,2,0,0,59.561804,30.126376,4
121,0,0,1,59.56227,30.125892999999998,2
122,0,0,1,59.56227,30.125892999999998,1
123,0,0,1,59.562665,30.125483000000003,2
124,0,0,1,59.562701000000004,30.125504,3
125,0,0,1,59.562701000000004,30.125504,2
126,0,0,1,59.563241000000005,30.125826,3
127,0,0,1,59.563241000000005,30.125826,4
128,0,0,1,59.563655000000004,30.126074,2
129,0,0,1,59.563655000000004,30.126074,2
130,0,0,1,59.563613000000004,30.126044,4
131,0,0,1,59.563828,30.124992,0
132,0,0,1,59.563828,30.124992,0
133,0,0,0,59.564054000000006,30.123851000000002,3
134,0,0,0,59.564054000000006,30.123851000000002,2
135,0,0,1,59.563435999999996,30.126971,0
136,0,0,1,59.563435999999996,30.126971,0
137,0,0,0,59.563157,30.128428999999997,3
138,0,0,0,59.563157,30.128428999999997,4
139,0,0,0,59.562939,30.129569,3
140,0,0,0,59.562939,30.129569,3
141,0,0,1,59.562819,30.130193,1
142,0,0,1,59.562819,30.130193,3
143,1,0,0,59.56283199999999,30.130128000000003,0
144,0,0,0,59.561969999999995,30.129482,1
145,0,0,0,59.561969999999995,30.129482,1
146,0,0,1,59.560869999999994,30.128663,2
147,0,0,1,59.560863,30.128702,3
148,0,0,1,59.560863,30.128702,4
149,0,0,1,59.560869999999994,30.128663,0
150,0,0,1,59.560565000000004,30.127607,4
151,0,0,1,59.560565000000004,30.127607,0
152,0,0,1,59.560869999999994,30.128663,2
153,0,0,0,59.560756000000005,30.129291,2
154,0,0,0,59.560756000000005,30.129291,1
155,0,0,1,59.560513,30.130653999999996,0
156,0,0,1,59.560513,30.130653999999996,0
157,0,0,0,59.560423,30.131166999999998,3
158,0,0,0,59.560423,30.131166999999998,4
159,0,0,0,59.560427000000004,30.131140000000002,1
160,0,0,3,59.559604,30.130516999999998,2
161,0,0,3,59.559604,30.130516999999998,4
162,1,0,2,59.559031999999995,30.130084999999998,2
163,1,0,2,59.559031999999995,30.130084999999998,3
164,1,0,2,59.55863299999999,30.129783000000003,2
165,0,0,1,59.5586,30.129818,3
166,0,0,1,59.5586,30.129818,1
167,1,0,2,59.560480000000005,30.127755,4
168,1,0,2,59.560480000000005,30.127755,0
169,0,0,1,59.559564,30.128759000000002,0
170,0,0,1,59.559564,30.128759000000002,0
171,1,0,0,59.55789300000001,30.130568,3
172,1,0,0,59.55789300000001,30.130569,3
173,1,0,0,59.557915,30.130545,2
174,0,0,2,59.557611,30.129493,1
175,0,0,2,59.557611,30.129493,3
176,0,0,0,59.557331999999995,30.128526,3
177,0,0,0,59.557303000000005,30.128557,2
178,0,0,0,59.557303000000005,30.128557,0
179,0,0,0,59.557331999999995,30.128526,4
180,0,0,1,59.55703199999999,30.127487,1
181,0,0,1,59.557031,30.127488,3
182,0,0,1,59.557031,30.127488,2
183,1,0,1,59.557860999999995,30.126603000000003,3
184,1,0,1,59.557860999999995,30.126603000000003,0
185,0,0,0,59.558641,30.125771000000004,1
186,0,0,0,59.558641,30.125771000000004,0
187,1,0,0,59.559637,30.124709000000003,1
188,1,0,0,59.559637,30.124709000000003,1
189,0,0,0,59.558840000000004,30.125559999999997,4
190,0,0,0,59.558840000000004,30.125559000000003,2
191,0,0,0,59.557565000000004,30.126919,2
192,0,0,0,59.557565000000004,30.126919,4
193,0,0,0,59.556298999999996,30.128251000000002,2
194,0,0,0,59.556298999999996,30.128251000000002,1
195,1,0,0,59.555764,30.128807000000002,2
196,1,0,0,59.555764,30.128807000000002,2
197,1,0,0,59.55526999999999,30.129246999999996,2
198,1,0,0,59.55526999999999,30.129246999999996,0
199,0,0,1,59.554375,30.129975,4
200,0,0,1,59.554368999999994,30.130046000000004,3
201,0,0,1,59.554368999999994,30.130046000000004,1
202,0,0,1,59.554375,30.129975,4
203,2,0,1,59.553982999999995,30.130290000000002,1
204,2,0,1,59.553982999999995,30.130290000000002,0
205,2,0,0,59.553736,30.130489,3
206,1,0,2,59.553464,30.130638,1
207,1,0,2,59.553464,30.130638,2
208,0,0,1,59.55273100000001,30.130714,0
209,0,0,1,59.55273100000001,30.130714,2
210,1,0,1,59.552170999999994,30.130748999999998,3
211,0,0,3,59.552003000000006,30.130834000000004,4
212,0,0,3,59.552003000000006,30.130834000000004,0
213,1,0,1,59.552170999999994,30.130748999999998,3
214,1,0,2,59.553072,30.130692,3
215,1,0,1,59.553489,30.130634999999998,2
216,2,0,0,59.553736,30.130489,4
217,0,0,1,59.554375,30.129975,3
218,1,0,0,59.554161,30.132416999999997,0
219,0,0,1,59.554004000000006,30.132412,4
220,0,0,0,59.552758999999995,30.131984000000003,2
221,0,0,0,59.552702000000004,30.131861999999998,0
222,0,0,0,59.55223,30.131690999999996,2
223,0,0,3,59.552112,30.131621999999997,2
224,0,0,1,59.552054000000005,30.131534999999996,4
225,0,0,1,59.552054000000005,30.131534999999996,0
226,0,0,1,59.552026,30.131415000000004,1
227,1,0,2,59.552014,30.131034000000003,1
228,1,0,2,59.551987,30.130841999999998,2
229,1,0,1,59.552170999999994,30.130748999999998,1
230,1,0,2,59.553072,30.130692,2
231,1,0,1,59.553489,30.130634999999998,4
232,2,0,0,59.553736,30.130489,3
233,0,0,1,59.554375,30.129975,1
234,1,0,0,59.554161,30.132416999999997,2
235,0,0,1,59.554004000000006,30.132412,4
236,0,0,0,59.55368299999999,30.1323,1
237,0,0,0,59.55368299999999,30.1323,2
238,0,0,0,59.552975,30.132057,0
239,0,0,0,59.552932999999996,30.132515,0
240,1,0,1,59.553829,30.132858000000002,2
241,0,0,1,59.554004000000006,30.132412,0
242,1,0,0,59.554161,30.132416999999997,4
243,0,0,1,59.554675,30.132608,3
244,0,0,1,59.554675,30.132608,0
245,0,0,2,59.555330000000005,30.132837,4
246,0,0,2,59.555330000000005,30.132837,1
247,1,0,0,59.555628000000006,30.13283,2
248,1,0,2,59.555723,30.132804999999998,4
249,1,0,1,59.555789000000004,30.132771999999996,2
250,0,0,1,59.555951,30.132620000000003,0
251,0,0,1,59.555951,30.132620000000003,3
252,0,0,2,59.556870999999994,30.131648,1
253,0,0,2,59.556870999999994,30.131648,2
254,0,0,2,59.55775,30.130719,3
255,0,0,2,59.55775,30.130719,2
256,1,0,0,59.557915,30.130545,1
257,2,0,0,59.55826,30.131787,1
258,2,0,0,59.558285999999995,30.131759000000002,2
259,2,0,0,59.558285999999995,30.131759000000002,1
260,2,0,0,59.55826,30.131787,1
261,0,0,0,59.558626000000004,30.133159999999997,4
262,0,0,0,59.558626000000004,30.133159999999997,1
263,2,0,0,59.558868999999994,30.134086,0
264,2,0,2,59.558987,30.134206,4
265,0,0,0,59.558983,30.134254,2
266,0,0,0,59.558983,30.134254,2
267,2,0,2,59.558987,30.134206,2
268,1,0,0,59.559334,30.134559000000003,1
269,1,0,1,59.559893,30.134960999999997,2
270,1,0,1,59.559893,30.134960999999997,4
271,1,0,0,59.56086,30.135569,1
272,1,0,0,59.56086,30.135569,2
273,0,0,1,59.56163000000001,30.136052000000003,3
274,0,0,1,59.56163000000001,30.136053000000004,2
275,0,0,1,59.561653,30.136066999999997,4
276,0,0,0,59.561811999999996,30.135263000000002,2
277,0,0,0,59.561811999999996,30.135263000000002,3
278,0,0,2,59.562201,30.133306,0
279,0,0,2,59.562201,30.133306,2
280,0,0,1,59.56240699999999,30.132265999999998,2
281,0,0,1,59.56240699999999,30.132265999999998,0
282,0,0,2,59.56279,30.130340999999998,3
283,0,0,2,59.56279,30.130340999999998,4
284,1,0,0,59.56283199999999,30.130128000000003,0
285,0,0,0,59.56374399999999,30.130784000000002,3
286,0,0,0,59.56374399999999,30.130784000000002,4
287,0,0,3,59.564547,30.13138,4
288,0,0,3,59.564547,30.131381,3
289,0,0,1,59.56515699999999,30.131835,1
290,0,0,1,59.565513,30.13004,3
291,0,0,1,59.565509999999996,30.129812,4
292,0,0,1,59.565484999999995,30.129693,4
293,0,0,0,59.565183999999995,30.128849,2
294,0,0,1,59.565042000000005,30.128733,2
295,0,0,1,59.564767,30.128739000000003,2
296,0,0,1,59.56455,30.128873,3
297,0,0,1,59.564479000000006,30.128967,2
298,1,0,0,59.564432,30.12908,2
299,1,0,0,59.564376,30.129036,4
300,2,0,1,59.56407900000001,30.129217999999998,0
301,0,0,1,59.563140000000004,30.128518,2
302,0,0,0,59.562343000000006,30.132589000000003,4
303,0,0,1,59.564089,30.133909000000003,4
304,1,0,1,59.564347999999995,30.132631,2
305,1,0,1,59.564347999999995,30.132631,2
306,0,0,4,59.56459399999999,30.131415999999998,0
307,0,0,1,59.56515699999999,30.131835,4
308,0,0,1,59.565459999999995,30.130315000000003,2
309,0,0,1,59.56564300000001,30.130440000000004,2
310,0,0,1,59.565706000000006,30.130706,1
311,0,0,0,59.566221999999996,30.1311,3
312,0,0,2,59.565964,30.132436,4
313,0,0,1,59.565780000000004,30.132299,1
314,0,0,1,59.565780000000004,30.132299,0
315,0,0,1,59.56515699999999,30.131835,1
316,0,0,1,59.565513,30.13004,4
317,0,0,1,59.565509999999996,30.129812,4
318,0,0,1,59.565484999999995,30.129693,1
319,0,0,0,59.565183999999995,30.128849,1
320,1,0,0,59.565144,30.12868,2
321,0,0,1,59.565419999999996,30.12728,0
322,0,0,1,59.566368000000004,30.127896000000003,3
323,0,0,0,59.56626,30.128579,2
324,0,0,0,59.566607,30.128801,3
325,0,0,0,59.566623,30.129019,2
326,0,0,0,59.566577,30.12952,0
327,0,0,0,59.56643199999999,30.130256,4
328,0,0,0,59.566458999999995,30.130359999999996,4
329,0,0,0,59.566590000000005,30.130571999999997,2
330,0,0,0,59.566669,30.130833000000003,1
331,0,0,0,59.566702,30.130892,1
332,0,0,0,59.567156000000004,30.131277,4
333,0,0,0,59.56678,30.133044,1
334,0,0,2,59.566553000000006,30.132873999999997,2
335,0,0,2,59.566553000000006,30.132875,0
336,0,0,1,59.566481,30.132821000000003,2
337,0,0,0,59.566867,30.131031,0
338,0,0,0,59.567156000000004,30.131277,1
339,0,0,2,59.566601,30.133885999999997,4
340,0,0,2,59.566601,30.133885999999997,1
341,0,0,0,59.566376,30.134945000000002,4
342,0,0,0,59.566376,30.134945000000002,1
343,0,0,1,59.566079,30.136346000000003,1
344,0,0,1,59.566079,30.136346000000003,0
345,0,0,1,59.565681000000005,30.138219,0
346,0,0,1,59.565709999999996,30.138240000000003,0
347,0,0,1,59.565709999999996,30.138240000000003,4
348,0,0,1,59.565681000000005,30.138219,2
349,0,0,0,59.565509999999996,30.139021000000003,0
350,1,0,0,59.565487,30.139003000000002,2
351,1,0,0,59.565487,30.139003999999996,3
352,1,0,1,59.566241000000005,30.139582,3
353,1,0,1,59.566269999999996,30.139453999999997,0
354,1,0,1,59.566269999999996,30.139453999999997,0
355,1,0,1,59.566241000000005,30.139582,4
356,1,0,0,59.567292,30.14035,3
357,1,0,0,59.567292,30.14035,4
358,1,0,0,59.56796,30.140832,3
359,1,0,0,59.56796,30.140832,1
360,3,0,0,59.568676,30.141348999999998,4
361,3,0,0,59.568676,30.141348999999998,2
362,0,0,0,59.569373,30.141852,3
363,1,0,1,59.569388000000004,30.141780999999998,3
364,1,0,1,59.569388000000004,30.141780999999998,3
365,0,0,2,59.569414,30.141662,4
366,0,0,1,59.570028,30.14041,2
367,0,0,1,59.570028,30.14041,1
368,1,0,1,59.570601,30.139224,1
369,1,0,1,59.570601,30.139224,0
370,0,0,0,59.570736,30.138908,1
371,0,0,1,59.571146999999996,30.138074,4
372,0,0,1,59.571146999999996,30.138074,0
373,0,0,1,59.571853000000004,30.136631,0
374,0,0,1,59.571853000000004,30.136631,3
375,0,0,1,59.571783999999994,30.136771999999997,4
376,0,0,1,59.570228,30.135613,1
377,0,0,1,59.570228,30.135613,3
378,0,0,0,59.569178,30.134829999999997,1
379,0,0,0,59.569178,30.134831,1
380,1,0,3,59.568144,30.134061,3
381,1,0,3,59.568144,30.134061,0
382,1,0,2,59.567149,30.133319,3
383,1,0,2,59.567149,30.133319,2
384,0,0,0,59.56678,30.133044,3
385,0,0,1,59.567292,30.130644,1
386,0,0,1,59.567292,30.130644,2
387,0,0,1,59.567704000000006,30.128695,1
388,0,0,1,59.567704000000006,30.128695,4
389,0,0,1,59.568218,30.126272999999998,0
390,0,0,1,59.568218,30.126272999999998,2
391,0,0,2,59.56853,30.124801,4
392,0,0,2,59.56853,30.124801,2
393,2,0,1,59.569036,30.122422999999998,1
394,2,0,1,59.569036,30.122422999999998,1
395,0,0,0,59.569061,30.122303999999996,0
396,0,0,0,59.568661,30.121990999999998,1
397,0,0,0,59.56868299999999,30.121874,2
398,0,0,0,59.56868299999999,30.121874,2
399,0,0,0,59.568661,30.121990999999998,3
400,1,0,2,59.567220999999996,30.12085,0
401,1,0,2,59.567220999999996,30.12085,2
402,1,0,2,59.568226,30.121645,2
403,0,0,0,59.567838,30.123526000000002,4
404,0,0,0,59.567838,30.123526000000002,1
405,1,0,0,59.567517,30.125083,3
